cueanexo	provincia	departamento	localidad	nombre	ambito	sector_de_gestion	primaria	p_lengua_debajo_basico	p_lengua_basico	p_lengua_satisfactorio	p_lengua_avanzado	lon	lat
220093900	Chaco	SAN FERNANDO	RESISTENCIA	E.E.P. N° 596 - FRANCISCO N.DE LAPRIDA	Urbano	Estatal	1	23.48280191	18.0577325	39.51384584	18.94561975	-58.9894	-27.4798
220094200	Chaco	SAN FERNANDO	RESISTENCIA	E.E.P. N° 242 - OCTAVIO S. PICO	Urbano	Estatal	1	11.22961248	37.92134149	36.96240599	13.88664004	-58.9943	-27.475
340020500	Formosa	BERMEJO	SAN CAYETANO	EPEP N° 490	Rural	Estatal	1	0	100	0	0	-60.9788	-23.8233
220094500	Chaco	SAN FERNANDO	RESISTENCIA	E.E.P. N° 969 - MAESTRO RODOLFO ALFREDO DINUBILA	Urbano	Estatal	1	10	50	30	10	-58.9975	-27.4283
220094700	Chaco	SAN FERNANDO	RESISTENCIA	E.E.P. N° 835 - ARMADA ARGENTINA	Urbano	Estatal	1	20.543643	38.13345889	32.62948247	8.693415639	-58.9747	-27.4255
220094800	Chaco	SAN FERNANDO	RESISTENCIA	E.E.P. N°  963 -CACIQUE MORENO-	Urbano	Estatal	1	25	62.5	12.5	0	-58.9855	-27.401
220094900	Chaco	SAN FERNANDO	RESISTENCIA	E.E.P. N° 169 - ROMULO ZABALA	Urbano	Estatal	1	14.07629132	13.97287749	40.40137982	31.54945137	-58.9785	-27.4435
220095100	Chaco	SAN FERNANDO	RESISTENCIA	E.E.P. N° 26 - MIGUEL NAVARRO VIOLA	Urbano	Estatal	1	24.21987961	18.83250111	34.68095568	22.2666636	-58.9838	-27.4452
220095400	Chaco	SAN FERNANDO	RESISTENCIA	E.E.P. N° 5 - RUY DIAZ DE GUZMAN	Urbano	Estatal	1	11.76470588	23.52941176	29.41176471	35.29411765	-58.9993	-27.4102
220095600	Chaco	INDEPENDENCIA	COLONIA JUAN JOSE MARMOL	E.E.P. N° 192 - LUIS MANUEL MELGRATTI	Rural	Estatal	1	25	25	25	25	-60.7791	-26.9673
220095700	Chaco	INDEPENDENCIA	LOTE 49	E.E.P. N° 180 - COLONO MONTENEGRINO	Rural	Estatal	1	0	0	66.66666667	33.33333333	-60.6752	-26.9967
220095900	Chaco	SAN FERNANDO	RESISTENCIA	E.E.P. N° 400 - SAN FDO.DEL RIO NEGRO	Urbano	Estatal	1	22.28862227	20.20996084	43.82685634	13.67456055	-59.0123	-27.4598
220096300	Chaco	SAN FERNANDO	RESISTENCIA	E.E.P. N° 319 - JUAN MANUEL ROSSI	Urbano	Estatal	1	17.42303478	28.37130156	26.2678455	27.93781816	-58.9551	-27.4766
220096400	Chaco	SAN FERNANDO	RESISTENCIA	E.E.P. N° 108 - INES MANUELA GARCIA DE MARQUES	Urbano	Estatal	1	50	31.25	18.75	0	-58.9491	-27.4626
220096800	Chaco	SAN FERNANDO	BARRANQUERAS	E.E.P. N° 954 - PRESIDENTE JUAN DOMINGO PERON	Urbano	Estatal	1	11.67647022	39.0813726	29.3232029	19.91895427	-58.952	-27.4952
220097200	Chaco	SAN FERNANDO	RESISTENCIA	E.E.P. N° 577 - DEL SESQUICENTENARIO	Urbano	Estatal	1	18.75	18.75	31.25	31.25	-58.9687	-27.4631
220097300	Chaco	SAN FERNANDO	RESISTENCIA	E.E.P. N° 893 - HERMANAS DE LA CARIDAD DE QUEBEC	Urbano	Estatal	1	26.70972653	23.32826747	36.66413373	13.29787227	-58.9622	-27.4578
220097600	Chaco	SAN FERNANDO	PUERTO VILELAS	E.E.P. N° 69 - JOSE HERNANDEZ	Urbano	Estatal	1	16.65426759	35.57655572	34.2696291	13.49954759	-58.9373	-27.5199
220097700	Chaco	SAN FERNANDO	RESISTENCIA	E.E.P. N° 116 - GASPAR LUCILO BENAVENTO	Urbano	Estatal	1	9.053814009	22.42527974	39.91908688	28.60181937	-58.9734	-27.4608
220097900	Chaco	SAN FERNANDO	RESISTENCIA	U.E.G.P N° 12 (UEP N° 12) INSTITUTO PRIVADO CRISTIANO	Urbano	Privado	1	45.83333333	50	0	4.166666667	-58.9895	-27.4652
220098100	Chaco	LIBERTAD	PUERTO TIROL	E.E.P. N° 7 - MANUEL BELGRANO	Urbano	Estatal	1	19.95480202	29.08474573	36.36158191	14.59887033	-59.0956	-27.3687
220098101	Chaco	LIBERTAD	PUERTO TIROL	E.E.P. N° 7 - MANUEL BELGRANO	Urbano	Estatal	1	0	0	0	100	-59.084	-27.3878
220098900	Chaco	O HIGGINS	SAN BERNARDO	E.E.P. N° 755 - GONZALO V.PANDO	Urbano	Estatal	1	27.15389182	37.26339025	28.08759855	7.495119381	-60.7085	-27.2871
220099100	Chaco	SAN LORENZO	SAMUHU	E.E.P. N° 74 - PAUL WALTER HINCKELDEYN	Rural	Estatal	1	7.407407618	46.29629619	46.29629619	0	-60.3934	-27.5212
220099600	Chaco	BERMEJO	CANCHA LARGA	E.E.P. N° 17 - JOSE B. ZUBIAUR	Rural	Estatal	1	14.28571429	28.57142857	28.57142857	28.57142857	-58.7305	-27.0771
220099700	Chaco	BERMEJO	CANCHA LARGA	E.E.P. N°  150	Rural	Estatal	1	0	0	0	100	-58.799	-27.1368
220099900	Chaco	BERMEJO	LAS PALMAS	E.E.P. N° 811 - IGNACIO HAMILTON FOTHERINGHAM	Urbano	Estatal	1	0	44.44444444	55.55555556	0	-58.644	-27.0779
220100300	Chaco	SAN FERNANDO	RESISTENCIA	E.E.P. N° 343 - COMBATE DE LA VUELTA DE OBLIGADO	Urbano	Estatal	1	17.99206696	31.98964348	30.6806487	19.33764086	-59.0057	-27.468
220100500	Chaco	SAN FERNANDO	RESISTENCIA	E.E.P. N° 706 - ESTANISLAO LOPEZ	Urbano	Estatal	1	9.794843819	31.889978	46.24183018	12.073348	-58.9724	-27.4732
220100600	Chaco	SAN FERNANDO	RESISTENCIA	E.E.P. N° 842 - RITA AGOTE DE SUSTAITA	Urbano	Estatal	1	25.95737586	29.58707972	33.36663326	11.08891116	-58.9669	-27.4791
220100700	Chaco	SAN FERNANDO	RESISTENCIA	E.E.P. N° 942 - CLORINDO OMAR BLANCO	Urbano	Estatal	1	25.57834716	38.56410262	28.85470132	7.002848904	-59.0146	-27.476
220100900	Chaco	SAN FERNANDO	RESISTENCIA	E.E.P. N° 784 - BRIG.GRAL.CORNELIO SAAVEDRA	Urbano	Estatal	1	10.18181849	32.0519483	40.34632012	17.41991308	-59.0142	-27.426
220102200	Chaco	QUITILIPI	PAMPA BANDERA	E.E.P. N° 699 - JUAN BALTAZAR MAZIEL	Rural	Estatal	1	0	0	50	50	-60.0012	-26.3509
220102400	Chaco	QUITILIPI	PAMPA ESPERANZA	E.E.P. N°  701	Rural	Estatal	1	33.33333333	33.33333333	33.33333333	0	-60.0836	-26.4125
220102500	Chaco	QUITILIPI	VILLA EL PALMAR	E.E.P. N°  435 -ORLANDO NORBERTO CASCO-	Rural	Estatal	1	12.5	25	50	12.5	-60.1644	-26.4554
220102600	Chaco	QUITILIPI	PAMPA VERDE	E.E.P. N°  704	Rural	Estatal	1	0	60	40	0	-60.1017	-26.4675
220102700	Chaco	TAPENAGA	CHARADAI	E.E.P. N° 24 - IRENE NIELLA DE GORDIOLA	Rural	Estatal	1	24.07407488	14.50617291	54.93827093	6.481481279	-59.8615	-27.6547
220102800	Chaco	TAPENAGA	COTE LAI	E.E.P. N° 113 - CRUCERO ARA GRAL. MANUEL BELGRANO	Rural	Estatal	1	9.523809524	47.61904762	38.0952381	4.761904762	-59.5758	-27.5321
220102900	Chaco	TAPENAGA	HORQUILLA	E.E.P. N° 53 - GUILLERMO BROWN	Rural	Estatal	1	33.33333333	33.33333333	33.33333333	0	-59.9561	-27.5432
220103000	Chaco	SAN FERNANDO	RESISTENCIA	U.E.G.P N° 31 (UEP N° 31) SAN ROQUE	Urbano	Privado	1	4.550237719	10.37802771	38.23942539	46.83230918	-58.9991	-27.4443
220103901	Chaco	GENERAL GUEMES	EL ESTANQUE	E.E.P. N° 948 - SAN VICENTE	Rural	Estatal	1	0	0	100	0	-60.5027	-25.7137
220104000	Chaco	GENERAL GUEMES	YAPEYU	E.E.P. N° 736 - TEODORO GUILLERMO ROMAÑUK	Rural	Estatal	1	0	50	0	50	-60.8659	-25.7081
220104200	Chaco	GENERAL GUEMES	SAN MANUEL	E.E.P. N°  976	Rural	Estatal	1	0	0	100	0	-60.6398	-25.4457
220104300	Chaco	GENERAL GUEMES	PAMPA ALMIRON	E.E.P. N°  735	Rural	Estatal	1	66.66666667	33.33333333	0	0	-60.7146	-25.7549
220104302	Chaco	GENERAL GUEMES	JUAN JOSE CASTELLI	E.E.P. N° 735	Urbano	Estatal	1	0	0	0	100	-60.6862	-25.8115
220104500	Chaco	GENERAL GUEMES	MIRAFLORES	E.E.P. N° 680 - SAGRADO CORAZON DE JESUS	Rural	Estatal	1	35.43302599	37.62696069	22.70976331	4.230250008	-60.9241	-25.6494
220104700	Chaco	GENERAL GUEMES	VILLA RIO BERMEJITO	E.E.P. N° 553 - REPUBLICA DE VENEZUELA	Rural	Estatal	1	28.57142857	42.85714286	28.57142857	0	-60.2068	-25.7085
220104800	Chaco	GENERAL GUEMES	SANTA CARMEN	E.E.P. N° 787 - MAXIMO ARIAS	Rural	Estatal	1	0	0	33.33333333	66.66666667	-60.1173	-25.8716
220104900	Chaco	GENERAL GUEMES	LAS MARAVILLAS	E.E.P. N°  914 -LIBORIO CLEMENTE ZALAZAR-	Rural	Estatal	1	0	0	100	0	-60.3968	-25.8663
220105000	Chaco	GENERAL GUEMES	SAN AGUSTIN	E.E.P. N° 960 - RODOLFO RICARDO VALEK	Rural	Estatal	1	0	66.66666667	33.33333333	0	-60.4525	-25.8182
220105300	Chaco	GENERAL GUEMES	NUEVA POMPEYA	E.E.P. N° 562 - SAN MARCELINO CHAMPAGNAT	Urbano	Estatal	1	19.66599185	39.09919029	34.75708513	6.477732726	-61.4848	-24.9347
220105600	Chaco	GENERAL GUEMES	M. KOLBAS	E.E.P. N°  921 -MARTIN KOLBAS-	Rural	Estatal	1	0	0	50	50	-61.6217	-25.4617
220105800	Chaco	GENERAL GUEMES	EL SAUZALITO	E.E.P. N° 821 - NELIDA O. TREVISAN	Urbano	Estatal	1	78.80651807	21.19348193	0	0	-61.6841	-24.4241
220105901	Chaco	GENERAL GUEMES	LA ZANJA	E.E.P. N° 923	Rural	Estatal	1	0	50	0	50	-61.8062	-24.4533
220106200	Chaco	GENERAL GUEMES	EL VIZCACHERAL	E.E.P. N°  926	Rural	Estatal	1	57.14285714	42.85714286	0	0	-61.7154	-24.3909
220106300	Chaco	GENERAL GUEMES	EL BALLADO	E.E.P. N°  989	Rural	Estatal	1	100	0	0	0	-61.6095	-24.4594
220106400	Chaco	LIBERTADOR GENERAL SAN MARTIN	LAGUNA LIMPIA	E.E.P. N° 350 - EVARISTO CARRIEGOS	Rural	Estatal	1	13.08016628	30.32700416	41.82489608	14.76793349	-59.6805	-26.4949
220106500	Chaco	LIBERTADOR GENERAL SAN MARTIN	GENERAL JOSE DE SAN MARTIN	E.E.P. N° 510 - PEDRO JOSE R.LEALE	Urbano	Estatal	1	19.9742936	28.70853591	38.46041564	12.85675485	-59.3518	-26.5332
220106700	Chaco	SAN LORENZO	VILLA BERTHET	E.E.P. N° 452 - 1° DE JUNIO	Urbano	Estatal	1	21.05514628	37.71436231	34.88202073	6.348470682	-60.4077	-27.2892
220107200	Chaco	COMANDANTE FERNANDEZ	PRESIDENCIA ROQUE SAENZ PEÑA	E.E.P. N° 369 - DOMINGO F.SARMIENTO	Urbano	Estatal	1	36.44800398	41.69844907	18.19221969	3.661327257	-60.4583	-26.7932
220107300	Chaco	COMANDANTE FERNANDEZ	PRESIDENCIA ROQUE SAENZ PEÑA	E.E.P. N° 31 - DOMINGO FAUSTINO SARMIENTO	Urbano	Estatal	1	21.49419924	22.44267159	34.75692146	21.30620771	-60.4407	-26.7899
220107400	Chaco	COMANDANTE FERNANDEZ	PRESIDENCIA ROQUE SAENZ PEÑA	E.E.P. N° 327 - JOSE MARIA GUTIERREZ	Urbano	Estatal	1	28.54651186	45.60077498	19.38953487	6.463178289	-60.4523	-26.7891
220107500	Chaco	COMANDANTE FERNANDEZ	PRESIDENCIA ROQUE SAENZ PEÑA	E.E.P. N° 789 - MARTA INES HANACEK DE LA GRAÑA	Urbano	Estatal	1	14.64285714	38.92857151	34.04761913	12.38095222	-60.4474	-26.8002
220107800	Chaco	COMANDANTE FERNANDEZ	PRESIDENCIA ROQUE SAENZ PEÑA	E.E.P. N° 225 - GRANADEROS DE SAN MARTIN	Urbano	Estatal	1	28.27716632	37.08117027	23.76103926	10.88062415	-60.4472	-26.7932
220107900	Chaco	COMANDANTE FERNANDEZ	PRESIDENCIA ROQUE SAENZ PEÑA	U.E.G.P N° 55 (UEP N° 55) INSTITUTO DON ORIONE	Urbano	Privado	1	5.865722147	12.25257262	39.10298577	42.77871946	-60.4482	-26.7956
220108100	Chaco	COMANDANTE FERNANDEZ	PRESIDENCIA ROQUE SAENZ PEÑA	E.E.P. N° 306 - ANA CRISTEFF DE DILCHOFF	Urbano	Estatal	1	24.56032212	26.45820316	38.07725954	10.90421519	-60.4316	-26.8027
220108400	Chaco	COMANDANTE FERNANDEZ	PRESIDENCIA ROQUE SAENZ PEÑA	E.E.P. N° 136 - COMANDANTE FERNANDEZ	Urbano	Estatal	1	30	10	45	15	-60.4372	-26.7939
220108500	Chaco	COMANDANTE FERNANDEZ	PRESIDENCIA ROQUE SAENZ PEÑA	E.E.P. N° 166 - ANTONIO R. FERNANDEZ	Urbano	Estatal	1	25.12219615	27.17060228	33.22048393	14.48671764	-60.4435	-26.7987
220108600	Chaco	9 DE JULIO	LAS BREÑAS	E.E.P. N° 374 - ENRIQUE LYNCH ARRIBALZAGA	Urbano	Estatal	1	20.18540674	31.42194976	31.19019134	17.20245216	-61.0902	-27.0864
220108900	Chaco	MAYOR LUIS J FONTANA	CORONEL DU GRATY	E.E.P. N° 197 - ANGEL ACUÑA	Urbano	Estatal	1	27.31169378	36.71565609	22.80111832	13.1715318	-60.9151	-27.68
220109000	Chaco	MAYOR LUIS J FONTANA	VILLA ANGELA	U.E.G.P N° 61 (UEP N° 61) EBEN EZER	Urbano	Privado	1	3.710637759	7.628535416	38.24630703	50.4145198	-60.7192	-27.5737
220109100	Chaco	MAYOR LUIS J FONTANA	VILLA ANGELA	U.E.G.P N° 28 (UEP N° 28) FELIX FRIAS	Urbano	Privado	1	4.351446572	13.04244384	31.88879908	50.71731051	-60.7234	-27.572
220109101	Chaco	SAN LORENZO	VILLA BERTHET	U.E.G.P N° 28 (UEP N° 28) FELIX FRIAS	Urbano	Privado	1	0	5.882352941	47.05882353	47.05882353	-60.4107	-27.2933
220109200	Chaco	MAYOR LUIS J FONTANA	VILLA ANGELA	U.E.G.P N° 29 (UEP N° 29) JOSE MANUEL ESTRADA	Urbano	Privado	1	9.304583979	13.99201279	36.61901874	40.08438448	-60.7072	-27.5781
220109300	Chaco	SAN LORENZO	LOTE 15	E.E.P. N° 608 - HEROES DE MALVINAS	Rural	Estatal	1	50	50	0	0	-60.4547	-27.1371
220109400	Chaco	MAYOR LUIS J FONTANA	PUEBLO CLODOMIRO DIAZ	E.E.P. N°   19	Rural	Estatal	1	25	25	50	0	-60.7934	-27.6338
220109900	Chaco	GENERAL DONOVAN	LA ESCONDIDA	E.E.P. N° 176 - ANTONIO RUFINO BARRIENTOS	Urbano	Estatal	1	55.55555556	11.11111111	33.33333333	0	-59.4426	-27.1096
220110200	Chaco	GENERAL DONOVAN	LA ESCONDIDA	E.E.P. N° 807 - PROVINCIA DE SALTA	Urbano	Estatal	1	19.30402891	19.92674047	37.49084251	23.2783881	-59.4456	-27.1043
220110300	Chaco	GENERAL DONOVAN	LA VERDE	E.E.P. N°  605	Urbano	Estatal	1	40	0	60	0	-59.3915	-27.1216
220110500	Chaco	GENERAL DONOVAN	LA VERDE	E.E.P. N° 67 - JOSE ANTONIO WILDE	Urbano	Estatal	1	24.39024396	27.23577228	44.71544713	3.65853663	-59.3787	-27.1248
220110700	Chaco	SAN LORENZO	VILLA BERTHET	E.E.P. N° 79 - SARGENTO JUAN BAUTISTA CABRAL	Urbano	Estatal	1	5.904217669	28.97097915	43.34193318	21.78286999	-60.4171	-27.2942
220111100	Chaco	GENERAL GUEMES	COLONIA LA FLORIDA GRANDE	E.E.P. N° 604 - SANTIAGO AMBROSIO GOMEZ	Rural	Estatal	1	0	25	75	0	-60.9164	-25.7888
220111200	Chaco	MAIPU	EL BOQUERON	E.E.P. N°  624	Rural	Estatal	1	33.33333333	33.33333333	33.33333333	0	-60.2506	-26.2134
220111300	Chaco	GENERAL GUEMES	LA GLORIA	E.E.P. N°  916	Rural	Estatal	1	0	50	50	0	-60.209	-26.0508
220111301	Chaco	GENERAL GUEMES	EL GRAMILLAR	E.E.P. N°  916	Rural	Estatal	1	0	0	0	100	-60.1478	-26.0792
220111700	Chaco	LIBERTADOR GENERAL SAN MARTIN	GENERAL JOSE DE SAN MARTIN	E.E.P. N° 555 - DOMINGO F.SARMIENTO	Urbano	Estatal	1	17.94049803	35.88099607	31.87122602	14.30727988	-59.33	-26.5428
220111800	Chaco	GENERAL GUEMES	EL JURAMENTO	E.E.P. N° 600 - PEDRO MIGUEL ARAOZ	Rural	Estatal	1	0	0	100	0	-60.4099	-25.9332
220111900	Chaco	GENERAL GUEMES	EL ASUSTADO	E.E.P. N° 474 - LIBERTADOR SAN MARTIN	Rural	Estatal	1	0	50	50	0	-60.2765	-25.9741
220112300	Chaco	COMANDANTE FERNANDEZ	PAMPA LOCA	E.E.P. N° 133 - COLONIA PAMPA LOCA	Rural	Estatal	1	40	0	40	20	-60.5009	-26.7026
220112301	Chaco	COMANDANTE FERNANDEZ	PAMPA GALPON	E.E.P. N° 133 - COLONIA PAMPA LOCA	Rural	Estatal	1	100	0	0	0	-60.4787	-26.6542
220112400	Chaco	COMANDANTE FERNANDEZ	ENSANCHE NORTE	E.E.P. N° 162 - ALTE. GUILLERMO BROWN	Rural	Estatal	1	20	40	40	0	-60.4386	-26.7336
220112500	Chaco	COMANDANTE FERNANDEZ	PRESIDENCIA ROQUE SAENZ PEÑA	E.E.P. N° 453 - SUBPREFECTO RAUL J.PIERONI	Urbano	Estatal	1	18.07484493	37.38196524	34.95071273	9.5924771	-60.4486	-26.7684
220112600	Chaco	COMANDANTE FERNANDEZ	COLONIA RIVADAVIA	E.E.P. N° 88 - TENIENTE BENJAMIN MATIENZO	Rural	Estatal	1	20	20	60	0	-60.3441	-26.828
220112800	Chaco	COMANDANTE FERNANDEZ	PRESIDENCIA ROQUE SAENZ PEÑA	E.E.P. N° 503 - ELBA A.CASCO DE DUFOUR	Urbano	Estatal	1	28.57142857	28.57142857	35.71428571	7.142857143	-60.4169	-26.8148
220112900	Chaco	COMANDANTE FERNANDEZ	COLONIA RIVADAVIA	E.E.P. N° 155 - MTRA. NARCISA P.DE JUAREZ	Rural	Estatal	1	0	0	85.71428571	14.28571429	-60.4078	-26.8373
220113100	Chaco	COMANDANTE FERNANDEZ	COLONIA BAJO HONDO CHICO	E.E.P. N° 105 - PADRE MARIO L.MIGONE	Rural	Estatal	1	50	50	0	0	-60.4156	-26.9053
220113300	Chaco	COMANDANTE FERNANDEZ	PRESIDENCIA ROQUE SAENZ PEÑA	E.E.P. N° 354 - LUZ Y FUERZA	Urbano	Estatal	1	37.77777684	33.62599214	25.22817534	3.368055685	-60.437	-26.7721
220113600	Chaco	COMANDANTE FERNANDEZ	PRESIDENCIA ROQUE SAENZ PEÑA	E.E.P. N° 866 - ESPAÑA	Urbano	Estatal	1	39.53854724	41.58018295	13.98875697	4.892512831	-60.423	-26.7831
220113800	Chaco	COMANDANTE FERNANDEZ	PRESIDENCIA ROQUE SAENZ PEÑA	E.E.P. N° 252 - FRANCISCO FABIAN PEREZ	Urbano	Estatal	1	14.96478357	27.54316616	33.37860453	24.11344573	-60.4355	-26.7837
220114000	Chaco	COMANDANTE FERNANDEZ	PRESIDENCIA ROQUE SAENZ PEÑA	E.E.P. N° 619 - EDMUNDO ESTEBAN PODESTA	Urbano	Estatal	1	10.37459751	39.46688092	36.55009332	13.60842825	-60.4256	-26.7774
220114100	Chaco	COMANDANTE FERNANDEZ	PRESIDENCIA ROQUE SAENZ PEÑA	U.E.G.P N° 54 (UEP N° 54) NUESTRA SEÑORA DE LA MISERICORDIA	Urbano	Privado	1	5.394289607	10.6543716	30.27685795	53.67448084	-60.434	-26.7868
220114200	Chaco	COMANDANTE FERNANDEZ	PRESIDENCIA ROQUE SAENZ PEÑA	E.E.P. ROSSELLO	Urbano	Estatal	1	9.460869778	11.72173926	58.0521738	20.76521717	-60.4329	-26.7869
220115100	Chaco	COMANDANTE FERNANDEZ	PRESIDENCIA ROQUE SAENZ PEÑA	E.E.P. N° 352 - MAESTRA VICTORIA EUGENIA WAKS	Urbano	Estatal	1	39.89071036	35.73770496	17.81420766	6.557377025	-60.4289	-26.7941
220115300	Chaco	CHACABUCO	TRES ESTACAS	E.E.P. N° 399 - DOMINGO F. SARMIENTO	Rural	Estatal	1	38.46153846	15.38461538	30.76923077	15.38461538	-61.6262	-26.9216
220115400	Chaco	CHACABUCO	PAMPA AVILA	E.E.P. N° 310 - ALEJANDRO AVILA	Rural	Estatal	1	0	40	60	0	-61.525	-26.9891
220115900	Chaco	ALMIRANTE BROWN	PAMPA DEL INFIERNO	E.E.P. N° 657 - DR.THOMAS MANUEL DE ANCHORENA	Urbano	Estatal	1	22.47606424	30.61037322	44.20212621	2.711436327	-61.1822	-26.507
220116000	Chaco	ALMIRANTE BROWN	PAMPA DEL INFIERNO	E.E.P. N° 111 - JUAN B.TERAN	Urbano	Estatal	1	14.93694561	25.53824385	43.04245671	16.48235383	-61.172	-26.5066
220116400	Chaco	FRAY JUSTO SANTA MARIA DE ORO	VENADOS GRANDES	E.E.P. N° 320 - JOSE MANUEL LEDESMA	Rural	Estatal	1	33.33333333	66.66666667	0	0	-61.3857	-27.8146
340053300	Formosa	PATIÑO	LA LINEA	EPEP N°424	Rural	Estatal	1	0	0	42.85714286	57.14285714	-60.6921	-24.245
220116800	Chaco	FRAY JUSTO SANTA MARIA DE ORO	SANTA SYLVINA	E.E.P. N° 305 - HERMANA HORTENSIA COPPA	Urbano	Estatal	1	5.464480855	24.51526689	33.94988491	36.07036734	-61.135	-27.8308
220117000	Chaco	FRAY JUSTO SANTA MARIA DE ORO	SANTA SYLVINA	E.E.P. N° 891 - MTRO DR.SEBASTIAN DIONISIO TORRES	Urbano	Estatal	1	18.12698428	36.41269827	42.44444439	3.015873057	-61.1368	-27.8398
220117400	Chaco	12 DE OCTUBRE	COLONIA ABBATE	E.E.P. N° 104 - ALAS ARGENTINAS	Rural	Estatal	1	20	40	40	0	-61.3008	-27.2968
220117500	Chaco	12 DE OCTUBRE	PAMPA DOROTIER	E.E.P. N° 186 - BARTOLOME MITRE	Rural	Estatal	1	25	50	25	0	-61.4088	-27.2294
220117600	Chaco	12 DE OCTUBRE	LAS VIBORAS	E.E.P. N°  487	Rural	Estatal	1	0	0	0	100	-61.6804	-27.6445
220117800	Chaco	12 DE OCTUBRE	GANCEDO	E.E.P. N° 40 - CARLOS IBARGUREN	Urbano	Estatal	1	21.88591795	37.42320618	26.46586845	14.22500742	-61.679	-27.4905
220118100	Chaco	SARGENTO CABRAL	COLONIA ELISA	E.E.P. N° 114 - ELEUTERIO FELIPE TISCORNIA	Urbano	Estatal	1	23.03571462	28.67460345	35.23412654	13.05555539	-59.5178	-26.9308
220118300	Chaco	SARGENTO CABRAL	CAPITAN SOLARI	E.E.P. N° 223 - RAUL ANIBAL SENGHER	Rural	Estatal	1	14.28571429	39.28571429	46.42857143	0	-59.5564	-26.8046
220118400	Chaco	SARGENTO CABRAL	LOTE 20	E.E.P. N° 792 - OLGA NELLY B. DE TAYARA	Rural	Estatal	1	0	0	100	0	-59.4794	-26.8748
220118401	Chaco	SARGENTO CABRAL	TRES CEIBOS	E.E.P. N° 792 - OLGA NELLY B. DE TAYARA	Rural	Estatal	1	0	40	60	0	-59.5244	-26.9027
220118500	Chaco	SARGENTO CABRAL	LOTE 21	E.E.P. N° 645 -ESTEBAN RODICH-	Rural	Estatal	1	0	33.33333333	66.66666667	0	-59.8047	-26.6598
220118800	Chaco	SARGENTO CABRAL	LAS GARCITAS	E.E.P. N° 279 - TENIENTE CNEL.DOÑA JUANA AZURDUY DE PADILLA	Urbano	Estatal	1	27.21259569	41.81704896	27.70427346	3.266081899	-59.7936	-26.6189
220118900	Chaco	SARGENTO CABRAL	PASO DEL OSO	E.E.P. N°  407	Rural	Estatal	1	0	0	0	100	-59.8409	-26.6956
220119100	Chaco	SARGENTO CABRAL	COLONIAS UNIDAS	E.E.P. N° 222 - ENRIQUE DE VEDIA	Urbano	Estatal	1	37.5	62.5	0	0	-59.6322	-26.701
220119300	Chaco	SARGENTO CABRAL	COLONIAS UNIDAS	E.E.P. N° 579 - PEDRO I.DE CASTRO BARROS	Urbano	Estatal	1	38.33089618	35.00168726	26.66741656	0	-59.633	-26.6991
220119400	Chaco	25 DE MAYO	MACHAGAI	E.E.P. N° 179 - DOCENTES ARGENTINOS	Urbano	Estatal	1	18.84363685	27.60514972	38.11482463	15.4363888	-60.0548	-26.9224
220119500	Chaco	25 DE MAYO	MACHAGAI	E.E.P. N° 63 - JUAN B. ALBERDI	Urbano	Estatal	1	12.08041773	22.63928788	43.16034427	22.11995012	-60.0511	-26.9276
220119800	Chaco	25 DE MAYO	PUEBLO VIEJO	E.E.P. N° 511 - DALMACIO V.SARSFIELD	Rural	Estatal	1	36.84593873	39.13320885	19.13756599	4.883286437	-60.0337	-26.9356
220119900	Chaco	25 DE MAYO	MACHAGAI	E.E.P. N° 904 -SEBASTIAN VERA-	Urbano	Estatal	1	33.97764628	30.17751479	33.96449704	1.880341881	-60.0438	-26.9212
220120000	Chaco	25 DE MAYO	MACHAGAI	E.E.P. N°  747	Urbano	Estatal	1	30.26237341	57.12731072	12.61031588	0	-60.0612	-26.9202
220120200	Chaco	25 DE MAYO	LOTE 38	E.E.P. N° 778 - LOS CINCO UNIDOS	Rural	Estatal	1	50	0	0	50	-60.1878	-27.0183
220120400	Chaco	25 DE MAYO	NAPALPI	E.E.P. N°  212	Rural	Estatal	1	25	25	25	25	-60.1329	-26.9025
220120600	Chaco	LIBERTADOR GENERAL SAN MARTIN	CAMPO BLANCO	E.E.P. N° 564 - GENERAL JOSE DE SAN MARTIN	Rural	Estatal	1	0	0	0	100	-59.4498	-26.2268
220120700	Chaco	LIBERTADOR GENERAL SAN MARTIN	COLONIA MIXTA	E.E.P. N° 535 - CACIQUE TAIGOYE	Rural	Estatal	1	19.04761905	28.57142857	47.61904762	4.761904762	-59.9134	-26.0308
220121000	Chaco	12 DE OCTUBRE	MESON DE FIERRO	E.E.P. N° 184 - MAESTRO RAFAEL M.ZANACCHI	Rural	Estatal	1	22.22222222	22.22222222	44.44444444	11.11111111	-61.0187	-27.4292
220121200	Chaco	FRAY JUSTO SANTA MARIA DE ORO	EL ÑANDUBAY	E.E.P. N° 744 - CECILIA GRIERSON	Rural	Estatal	1	40	20	40	0	-61.052	-27.7411
220121500	Chaco	FRAY JUSTO SANTA MARIA DE ORO	CAMPO LAS PUERTAS	E.E.P. N° 488 - ALBERTO SCHWEITZER	Rural	Estatal	1	0	0	100	0	-61.2819	-27.8349
220121800	Chaco	COMANDANTE FERNANDEZ	LA POBLADORA	E.E.P. N° 135 - ASOCIACION COOPERADORA PRO NIÑEZ	Rural	Estatal	1	0	0	100	0	-60.4645	-26.547
